,zpid,streetAddress,latitude,longitude,latest_saledate,latest_salemonth,latest_saleyear,latestPrice
167,29353978,9204 Westminster Glen Ave,30.36469078063965,-97.83673858642578,2020-08-14,8,2020,1499000.0
168,2089686965,5917 Florencia Ln,30.290372848510746,-97.6427764892578,2019-02-21,2,2019,425900.0
169,29370836,8104 Sebastapol Cv,30.42441177368164,-97.8601531982422,2019-11-08,11,2019,595000.0
170,29375964,9205 Springwood Dr,30.44091606140137,-97.79505920410156,2020-12-22,12,2020,625000.0
171,116080928,14024 Abervil Trl,30.48698425292969,-97.79361724853516,2020-05-14,5,2020,729000.0
172,29353976,9104 Westminster Glen Ave,30.36399841308593,-97.83609008789062,2018-04-26,4,2018,993000.0
173,29459882,4604 Fallenash Dr,30.244930267333984,-97.58519744873048,2018-12-14,12,2018,199000.0
174,2087922352,7112 Sentry Path,30.16120529174805,-97.71661376953124,2019-03-15,3,2019,365990.0
175,29366834,13800 Lake View Dr,30.416173934936523,-97.88702392578124,2018-03-20,3,2018,240000.0
176,29465145,12000 Garden Gate Dr,30.22534942626953,-97.62696838378906,2020-08-31,8,2020,220000.0
177,80090962,5209 English Glade Dr,30.27394294738769,-97.63169860839844,2020-07-15,7,2020,265000.0
178,29374964,11136 Rio Vista Dr,30.4356632232666,-97.82742309570312,2020-02-03,2,2020,445000.0
179,120896203,1120 Strickling Dr,30.432939529418945,-97.6622543334961,2020-07-24,7,2020,315000.0
180,70341343,3006 Crownover St,30.228349685668945,-97.58968353271484,2018-11-20,11,2018,95000.0
181,70338381,15101 Chamberlain Ct,30.25310707092285,-97.57906341552734,2018-08-17,8,2018,179900.0
182,29362475,7709 Jester Blvd,30.386159896850582,-97.79894256591795,2019-03-08,3,2019,735000.0
183,185217426,15421 Staked Plains Loop,30.495710372924805,-97.7973403930664,2020-11-05,11,2020,429900.0
184,124843021,13115 Perryton Dr,30.33895874023437,-97.9269790649414,2020-12-23,12,2020,4100000.0
185,64533962,5723 Sendero Hills Pkwy,30.29021453857422,-97.64751434326172,2018-07-31,7,2018,66900.0
186,249710345,7305 Van Ness St,30.15879249572754,-97.71443939208984,2020-06-15,6,2020,385000.0
187,29459881,4606 Fallenash Dr,30.24505043029785,-97.58512115478516,2018-09-06,9,2018,195000.0
188,83814445,8412 Denali Pkwy UNIT 6,30.428436279296875,-97.85681915283205,2020-01-17,1,2020,1225000.0
189,89552136,2321 Kale Dr,30.214155197143555,-97.63653564453124,2019-01-25,1,2019,194900.0
190,124154926,13827 Camp Comfort Ln,30.486351013183604,-97.78875732421876,2020-11-20,11,2020,459990.0
191,29396959,5710 Signal Point,30.28887176513672,-97.64627838134766,2019-04-05,4,2019,229900.0
192,2087686692,13800 Harrisglenn Dr,30.41032409667969,-97.64022064208984,2020-06-03,6,2020,289000.0
193,89545951,14624 Flat Top Ranch Rd,30.37109184265137,-97.91260528564452,2019-12-30,12,2019,5474997.0
194,29353975,9100 Westminster Glen Ave,30.36372184753418,-97.83583068847656,2019-02-01,2,2019,1150000.0
195,29373963,11508 Champion Dr,30.435476303100582,-97.78872680664062,2019-10-25,10,2019,609900.0
196,79981880,15201 Knighten Ln,30.23963165283203,-97.5785903930664,2019-12-02,12,2019,230000.0
197,251035839,7817 Bestride Bnd,30.1521110534668,-97.71968841552734,2020-08-03,8,2020,439000.0
198,96636926,13016 Hymeadow Cir,30.46333312988281,-97.78795623779295,2018-04-18,4,2018,375000.0
199,29396958,5716 Signal Point,30.28889465332031,-97.64612579345705,2020-06-10,6,2020,225000.0
200,83820449,13221 Country Trails Ln,30.37158966064453,-97.90799713134766,2018-02-28,2,2018,769000.0
201,29370826,8110 Castle Peake Trl,30.42425537109375,-97.8611068725586,2019-09-13,9,2019,342000.0
202,29360969,6711 Lakewood Point Cv,30.37984085083008,-97.79019927978516,2019-10-28,10,2019,715000.0
203,29375962,9209 Springwood Dr,30.44031524658203,-97.79513549804688,2019-12-02,12,2019,550000.0
204,243333921,12205 Wickline Way,30.49216270446777,-97.79757690429688,2018-06-29,6,2018,360000.0
205,145657839,5405 Bonneville Bnd,30.176950454711925,-97.69762420654295,2019-07-29,7,2019,284900.0
206,29343949,1307 Minnie Dr,30.331302642822266,-97.92613983154295,2018-05-11,5,2018,279900.0
207,29370822,8107 Castle Peake Trl,30.423587799072266,-97.86082458496094,2020-04-29,4,2020,413900.0
208,69814957,3324 Pearce Rd,30.34108924865723,-97.8251953125,2019-04-08,4,2019,995000.0
209,29351469,5700 Scout Blf,30.35490226745605,-97.79246520996094,2019-07-19,7,2019,415000.0
210,29344952,9402 Caracas Dr,30.33530044555664,-97.85971069335938,2018-10-20,10,2018,585000.0
211,29374462,9804 Brandywine Cir,30.434844970703125,-97.8052978515625,2020-07-30,7,2020,750000.0
212,145658835,5305 Ingersoll Ln,30.176738739013672,-97.6942367553711,2018-06-21,6,2018,279000.0
213,70341334,2917 Caleb Dr,30.22792625427246,-97.59042358398438,2019-09-24,9,2019,210000.0
214,29370820,8108 Davis Mountain Pass,30.42355918884277,-97.8604965209961,2019-11-15,11,2019,369000.0
215,29392931,6309 Huntleigh Way,30.282695770263672,-97.6613311767578,2019-08-02,8,2019,329900.0
216,79981874,4504 Halliday Ave,30.240419387817383,-97.57878112792967,2018-06-07,6,2018,205000.0
217,29344951,9400 Caracas Dr,30.335166931152344,-97.85942840576172,2021-01-11,1,2021,789000.0
218,29377461,11502 Sawatch Cir,30.44839859008789,-97.81524658203124,2019-03-12,3,2019,649000.0
219,29343946,1403 Minnie Dr,30.33075523376465,-97.92648315429688,2018-08-02,8,2018,150000.0
220,124154920,10821 Ballard Path,30.48361015319824,-97.78970336914062,2018-08-17,8,2018,599000.0
221,145658832,5100 Ingersoll Ln,30.17754554748535,-97.69530487060548,2018-03-16,3,2018,299999.0
222,29370806,12505 Presque Cv,30.42321586608887,-97.85885620117188,2019-08-30,8,2019,499800.0
223,83816428,5516 Nelson Oaks Dr,30.27976036071777,-97.6302719116211,2018-05-24,5,2018,238999.0
224,29343454,3503 Riva Ridge Rd,30.33086395263672,-97.80318450927734,2019-08-07,8,2019,915000.0
225,29334450,1406 Mesa Ridge Ln,30.29571914672852,-97.85768127441406,2020-11-20,11,2020,699000.0
226,64901960,10208 Peekston Dr,30.431655883789062,-97.81967163085938,2020-07-24,7,2020,598000.0
227,29360963,7866 Lakewood Dr,30.37971115112305,-97.79204559326172,2019-07-30,7,2019,465000.0
228,145658831,8000 Izetta Ln,30.17706680297852,-97.69659423828124,2019-06-07,6,2019,305000.0
229,145657822,14324 Deaf Smith Blvd,30.23415184020996,-97.59125518798828,2020-08-13,8,2020,254000.0
230,64918941,7003 Oak Shores Dr,30.340391159057614,-97.81853485107422,2019-08-19,8,2019,1299000.0
231,29370800,12600 Alberta Ridge Trl,30.4251708984375,-97.859130859375,2020-06-12,6,2020,579000.0
232,246905609,117 Acapulco Dr,30.209400177001964,-97.6511001586914,2019-06-28,6,2019,289900.0
233,90240442,12504 Tierra Grande Trl,30.34282684326172,-97.91471099853516,2018-07-24,7,2018,379000.0
234,120895447,12209 Labrador Bay Ct,30.344581604003903,-97.90592956542967,2018-02-15,2,2018,649900.0
235,29375958,9307 Springwood Dr,30.43920707702637,-97.79519653320312,2019-04-12,4,2019,525000.0
236,29358963,7100 Rusty Fig Dr,30.37553596496582,-97.79554748535156,2020-08-10,8,2020,359000.0
237,29341440,6307 Ayres Dr,30.31850242614746,-97.81710815429688,2020-11-24,11,2020,1995000.0
238,29344947,1603 Olympus Dr,30.33751106262207,-97.8603973388672,2019-06-28,6,2019,714900.0
239,90240441,12500 Tierra Grande Trl,30.342981338500977,-97.91455841064452,2019-05-20,5,2019,474997.0
240,89553418,14201 Canyon Trl,30.491443634033203,-97.7938003540039,2019-08-20,8,2019,335000.0
241,144334371,14207 Vandever St,30.24240303039551,-97.58674621582033,2020-01-21,1,2020,199950.0
242,29396923,5909 Alsace Trl,30.29047966003418,-97.64567565917967,2020-12-09,12,2020,230000.0
243,121655462,7300 Colina Vista Loop #A,30.39280128479004,-97.82899475097656,2020-05-13,5,2020,405000.0
244,114405939,2516 Ionian Cv,30.33772277832031,-97.82962799072266,2020-01-21,1,2020,1100000.0
245,29344946,1601 Olympus Dr,30.337270736694336,-97.8605499267578,2019-07-09,7,2019,559500.0
246,70338371,15102 Chamberlain Ct,30.253454208374023,-97.57862091064452,2018-12-21,12,2018,199000.0
247,185217414,15509 Staked Plains Loop,30.49484062194824,-97.79741668701172,2019-02-28,2,2019,379900.0
248,83821443,13807 Panorama Dr,30.418142318725582,-97.8867416381836,2020-10-19,10,2020,1400000.0
249,2108947312,4506 Senda Ln,30.23692321777344,-97.57284545898438,2020-01-09,1,2020,194000.0
250,29578456,9626 Dalewood Dr,30.458351135253903,-97.78578186035156,2019-11-14,11,2019,330000.0
251,89550945,10909 Gaillardia,30.31587219238281,-97.90125274658205,2019-12-06,12,2019,1050000.0
252,58298457,4909 High Gate Dr,30.369537353515625,-97.8431396484375,2020-10-27,10,2020,2650000.0
253,29459868,4404 Sojourner St,30.24336814880371,-97.5872039794922,2018-07-28,7,2018,157000.0
254,305432656,15004 Forum Ave,30.44114112854004,-97.66085052490234,2020-05-28,5,2020,335269.0
255,83823430,12609 Belcara Pl,30.34814262390137,-97.91183471679688,2020-02-24,2,2020,535000.0
256,29341439,2301 Far Gallant Dr,30.320770263671875,-97.80978393554688,2018-11-21,11,2018,1589000.0
257,83813736,13408 Bullick Hollow Rd,30.43041610717773,-97.87356567382812,2018-05-09,5,2018,399000.0
258,251036682,7912 Yokohama Ter,30.14763641357422,-97.72132110595705,2020-09-17,9,2020,505847.0
259,29377453,10404 Loring Dr,30.444908142089844,-97.80756378173828,2020-02-13,2,2020,574887.0
260,58298456,4801 High Gate Dr,30.36892890930176,-97.8440399169922,2020-08-31,8,2020,1695000.0
261,64455725,6810 Comanche Trl,30.41154670715332,-97.87689208984376,2019-04-24,4,2019,1200000.0
262,124842807,5412 Ingersoll Ln,30.17583656311035,-97.69471740722656,2019-04-01,4,2019,249000.0
263,248957890,11720 Prado Ranch Blvd,30.21955871582031,-97.63343048095705,2021-01-08,1,2021,310000.0
264,114405941,108 Piedmont Hills Pass,30.3416805267334,-97.9033203125,2020-07-01,7,2020,750000.0
265,29377451,11407 Costakes Dr,30.444305419921875,-97.80763244628906,2020-06-15,6,2020,869999.0
